index,address,bathrooms,country,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
41,Calle Edgar Neville,1,es,{'typology': 'flat'},31904,Tetuán,True,L0258MAC,bj,False,False,True,False,False,40.44696,-3.69787,Madrid,Cuatro Caminos,False,16,rent,,1500.0,21.0,85915563,flat,Madrid,2,False,72.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Calle Edgar Neville'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/9b/2a/678748201.jpg,https://www.idealista.com/inmueble/85915563/
42,El Quiñón,2,es,{'typology': 'flat'},23419,El Quiñón,False,VI-000-020-713-662,,False,False,True,True,False,40.1400287,-3.6675604,Seseña,,False,20,rent,,800.0,6.0,34865527,flat,Toledo,2,False,140.0,good,"{'subtitle': 'El Quiñón, Seseña', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/e1/e8/177605286.jpg,https://www.idealista.com/inmueble/34865527/
43,El Quiñón,2,es,{'typology': 'flat'},23449,El Quiñón,False,VI-000-020-713-656,,False,False,True,True,False,40.1396287,-3.6676604,Seseña,,False,23,rent,,810.0,6.0,34865516,flat,Toledo,2,False,137.0,good,"{'subtitle': 'El Quiñón, Seseña', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/0d/a1/177605182.jpg,https://www.idealista.com/inmueble/34865516/
44,Parla Este,3,es,{'typology': 'flat'},28152,Parla Este,False,VI-000-030-668-350,,False,False,True,True,False,40.2248714,-3.7597351,Parla,,False,24,rent,,1225.0,9.0,35362335,flat,Madrid,4,False,134.0,good,"{'subtitle': 'Parla Este, Parla', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/aa/16/179207631.jpg,https://www.idealista.com/inmueble/35362335/
45,Casco Antiguo,2,es,{'typology': 'flat'},45114,Casco Antiguo,False,VI-000-035-702-766,,False,False,True,True,False,40.4686928,-3.8742681,Majadahonda,,False,30,rent,,1280.0,26.0,86543857,flat,Madrid,1,False,50.0,,"{'subtitle': 'Casco Antiguo, Majadahonda', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/81/fb/696289100.jpg,https://www.idealista.com/inmueble/86543857/
46,barrio Palomeras sureste,2,es,{'typology': 'flat'},23989,Puente de Vallecas,False,VI-000-020-715-766,,False,False,True,True,False,40.3918408,-3.6376808,Madrid,Palomeras sureste,False,26,rent,,1330.0,13.0,87120508,flat,Madrid,3,False,106.0,good,"{'subtitle': 'Palomeras sureste, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/2c/c3/718593761.jpg,https://www.idealista.com/inmueble/87120508/
47,El Quiñón,2,es,{'typology': 'flat'},23616,El Quiñón,False,VI-000-020-713-660,,False,False,False,True,False,40.1391287,-3.6695604,Seseña,,False,22,rent,,800.0,6.0,34865525,flat,Toledo,2,False,139.0,good,"{'subtitle': 'El Quiñón, Seseña', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/6c/4f/177605242.jpg,https://www.idealista.com/inmueble/34865525/
48,barrio Casco Histórico de Vallecas,1,es,{'typology': 'flat'},21962,Villa de Vallecas,False,VI-000-020-713-846,,False,False,,True,False,40.3810477,-3.6181837,Madrid,Casco Histórico de Vallecas,False,35,rent,,1170.0,18.0,35006693,flat,Madrid,3,False,64.0,good,"{'subtitle': 'Casco Histórico de Vallecas, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/4b/dc/720995677.jpg,https://www.idealista.com/inmueble/35006693/
49,Calle de Oruro,2,es,"{'typology': 'flat', 'subTypology': 'duplex'}",31242,Chamartín,True,,6,False,False,True,False,False,40.4538544,-3.6772267,Madrid,Bernabéu-Hispanoamérica,False,31,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 70.0}",1550.0,12.0,87577720,duplex,Madrid,1,False,130.0,good,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Dúplex en Calle de Oruro'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/bb/b2/725300020.jpg,https://www.idealista.com/inmueble/87577720/
0,Calle de Oruro,2,es,"{'typology': 'flat', 'subTypology': 'duplex'}",31242,Chamartín,True,,6,False,False,True,False,False,40.4538544,-3.6772267,Madrid,Bernabéu-Hispanoamérica,False,31,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 70.0}",1550.0,12.0,87577720,duplex,Madrid,1,False,130.0,good,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Dúplex en Calle de Oruro'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/bb/b2/725300020.jpg,https://www.idealista.com/inmueble/87577720/
1,"Calle José Ortega y Gasset, 56",2,es,{'typology': 'flat'},29298,Salamanca,True,,6,False,False,True,False,False,40.4299603,-3.6766427,Madrid,Lista,False,31,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 150.0}",3560.0,22.0,1303816,flat,Madrid,4,True,160.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Piso en Calle José Ortega y Gasset, 56'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/56/d4/8207517.jpg,https://www.idealista.com/inmueble/1303816/
2,"Calle del Monasterio del Paular, 9 B",5,es,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",36874,Fuencarral,False,,,False,False,,False,False,40.5014268,-3.7067667,Madrid,Montecarmelo,False,35,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3000.0,9.0,87383039,chalet,Madrid,6,True,350.0,good,"{'subtitle': 'Montecarmelo, Madrid', 'title': 'Chalet pareado en Calle del Monasterio del Paular, 9 B'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/2f/5b/728165534.jpg,https://www.idealista.com/inmueble/87383039/
3,"Oviedo, 8",1,es,{'typology': 'flat'},32259,Tetuán,False,OVIEDO 8,3,False,False,False,False,True,40.4489199,-3.7012286,Madrid,Cuatro Caminos,False,29,rent,,850.0,14.0,87568129,flat,Madrid,2,True,60.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en Oviedo, 8'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/e2/2a/725066767.jpg,https://www.idealista.com/inmueble/87568129/
4,campomanes 9,2,es,{'typology': 'flat'},30388,Centro,True,,bj,False,False,True,False,False,40.4175287,-3.7082787,Madrid,Palacio,False,20,rent,,2350.0,26.0,81830305,flat,Madrid,3,False,91.0,good,"{'subtitle': 'Palacio, Madrid', 'title': 'Piso en campomanes 9'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/9c/f8/732496716.jpg,https://www.idealista.com/inmueble/81830305/
5,Calle del Cardenal Cisneros,1,es,{'typology': 'flat'},30990,Chamberí,False,ba11f9871512411b23f5,4,False,False,False,False,False,40.4321341,-3.7013257,Madrid,Trafalgar,False,21,rent,,2034.0,51.0,86414773,flat,Madrid,1,False,40.0,,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Calle del Cardenal Cisneros'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/90/66/692662685.jpg,https://www.idealista.com/inmueble/86414773/
6,Calle de Jaén,1,es,{'typology': 'flat'},38311,Ensanche,True,A-1035,1,False,False,False,False,False,40.549089,-3.6442693,Alcobendas,,False,25,rent,,750.0,13.0,87704589,flat,Madrid,2,False,57.0,good,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Piso en Calle de Jaén'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/d0/d4/735374278.jpg,https://www.idealista.com/inmueble/87704589/
7,"Paseo de la Habana, 66",2,es,{'typology': 'flat'},31591,Chamartín,True,,1,False,False,True,False,True,40.4527163,-3.6849066,Madrid,Bernabéu-Hispanoamérica,False,18,rent,,1450.0,17.0,87656827,flat,Madrid,2,True,85.0,good,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Piso en Paseo de la Habana, 66'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/97/fa/727516834.jpg,https://www.idealista.com/inmueble/87656827/
8,Calle de Vallehermoso,1,es,{'typology': 'flat'},31983,Chamberí,True,,4,False,False,True,False,False,40.4382691,-3.7098593,Madrid,Vallehermoso,False,21,rent,,990.0,13.0,87667140,flat,Madrid,1,False,75.0,good,"{'subtitle': 'Vallehermoso, Madrid', 'title': 'Piso en Calle de Vallehermoso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/f0/74/727799030.jpg,https://www.idealista.com/inmueble/87667140/
9,quintana,2,es,{'typology': 'flat'},31550,Moncloa,True,cr243,4,False,False,True,False,False,40.4250006,-3.717991,Madrid,Argüelles,False,46,rent,,1700.0,11.0,87096133,flat,Madrid,4,False,160.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en quintana'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/36/92/725299234.jpg,https://www.idealista.com/inmueble/87096133/
10,Calle Secundino Zuazo,3,es,"{'typology': 'flat', 'subTypology': 'duplex'}",43111,Sector B,True,QH1954,3,False,False,True,False,False,40.4023552,-3.8945754,Boadilla del Monte,,False,50,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1690.0,8.0,87193181,duplex,Madrid,5,False,223.0,good,"{'subtitle': 'Sector B, Boadilla del Monte', 'title': 'Dúplex en Calle Secundino Zuazo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/91/9a/728586711.jpg,https://www.idealista.com/inmueble/87193181/
11,murillo,2,es,{'typology': 'flat'},34999,Zona Prado de Somosaguas - La Finca,True,1065,1,False,False,True,False,False,40.4042003,-3.7861215,Pozuelo de Alarcón,Prado de Somosaguas,False,36,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1700.0,9.0,87250985,flat,Madrid,4,False,179.0,good,"{'subtitle': 'Prado de Somosaguas, Pozuelo de Alarcón', 'title': 'Piso en murillo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/1e/db/715878653.jpg,https://www.idealista.com/inmueble/87250985/
12,Doctor Gomez Ulla,3,es,{'typology': 'flat'},28682,Salamanca,True,,1,False,False,True,False,False,40.4297866,-3.6666243,Madrid,Guindalera,False,20,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2350.0,12.0,87331952,flat,Madrid,4,False,189.0,good,"{'subtitle': 'Guindalera, Madrid', 'title': 'Piso en Doctor Gomez Ulla'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/9e/30/723005958.jpg,https://www.idealista.com/inmueble/87331952/
13,Calle Porto Cristo,2,es,{'typology': 'flat'},34830,Parque Lisboa - La Paz,True,Alquilerparquelis,5,False,False,True,False,False,40.3497581,-3.8167305,Alcorcón,Parque Lisboa - La Paz,False,11,rent,,800.0,7.0,87391263,flat,Madrid,3,False,109.0,good,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Piso en Calle Porto Cristo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/5b/f1/720774299.jpg,https://www.idealista.com/inmueble/87391263/
14,Plaza Perseo,1,es,{'typology': 'flat'},27099,Retiro,True,RP180201962791,1,False,False,True,False,False,40.40983,-3.66585,Madrid,Estrella,False,13,rent,,1125.0,16.0,87363436,flat,Madrid,3,False,71.0,good,"{'subtitle': 'Estrella, Madrid', 'title': 'Piso en Plaza Perseo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/ee/ae/718853213.jpg,https://www.idealista.com/inmueble/87363436/
15,Solsona,1,es,{'typology': 'flat'},31307,Hortaleza,True,SMARTPINAR,5,False,False,True,False,False,40.4701928,-3.6526603,Madrid,Pinar del Rey,False,29,rent,,850.0,15.0,87706480,flat,Madrid,3,False,58.0,good,"{'subtitle': 'Pinar del Rey, Madrid', 'title': 'Piso en Solsona'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/cf/84/729008654.jpg,https://www.idealista.com/inmueble/87706480/
16,Calle de Alberto Aguilera,1,es,"{'typology': 'flat', 'subTypology': 'studio'}",31525,Chamberí,False,00250,2,False,False,True,False,False,40.4312465,-3.7107607,Madrid,Gaztambide,False,15,rent,,800.0,21.0,87813435,studio,Madrid,0,False,39.0,good,"{'subtitle': 'Gaztambide, Madrid', 'title': 'Estudio en Calle de Alberto Aguilera'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/03/66/731534663.jpg,https://www.idealista.com/inmueble/87813435/
17,Paseo de las Delicias,1,es,{'typology': 'flat'},28865,Arganzuela,False,015da65a9f70bd08dcf8,3,False,False,False,False,False,40.4082027,-3.6950305,Madrid,Palos de Moguer,False,18,rent,,1133.0,20.0,87191895,flat,Madrid,1,False,58.0,,"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Paseo de las Delicias'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/f6/59/714138225.jpg,https://www.idealista.com/inmueble/87191895/
18,Calle Mayor,1,es,{'typology': 'flat'},30075,Centro,True,A-DANIEL-002,3,False,False,True,False,False,40.415411,-3.7057695,Madrid,Sol,False,10,rent,,1125.0,16.0,87712927,flat,Madrid,1,False,70.0,good,"{'subtitle': 'Sol, Madrid', 'title': 'Piso en Calle Mayor'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/e6/d1/729161941.jpg,https://www.idealista.com/inmueble/87712927/
19,barrio Sanchinarro,2,es,{'typology': 'flat'},33885,Hortaleza,True,Leba,4,False,False,True,False,False,40.49526,-3.65926,Madrid,Sanchinarro,False,22,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1100.0,9.0,87708958,flat,Madrid,2,False,129.0,good,"{'subtitle': 'Sanchinarro, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/b2/a8/729063015.jpg,https://www.idealista.com/inmueble/87708958/
20,"Calle del Padre Francisco Palau y Quer, 5",2,es,{'typology': 'flat'},33428,Chamartín,True,,6,False,False,True,False,False,40.4742663,-3.6858933,Madrid,Castilla,False,26,rent,,1600.0,16.0,87105681,flat,Madrid,3,True,100.0,good,"{'subtitle': 'Castilla, Madrid', 'title': 'Piso en Calle del Padre Francisco Palau y Quer, 5'}",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/a3/f8/7d/711606503.jpg,https://www.idealista.com/inmueble/87105681/
21,"Mina, 19",1,es,{'typology': 'flat'},45313,Casco Antiguo,True,661 E,3,False,False,True,False,False,40.4710636,-3.8750347,Majadahonda,,False,11,rent,,850.0,13.0,87773262,flat,Madrid,1,True,65.0,good,"{'subtitle': 'Casco Antiguo, Majadahonda', 'title': 'Piso en Mina, 19'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/26/0d/730575852.jpg,https://www.idealista.com/inmueble/87773262/
22,"Benito Gutiérrez, 33",2,es,{'typology': 'flat'},32123,Moncloa,True,,3,False,False,True,False,False,40.4309744,-3.7203056,Madrid,Argüelles,False,20,rent,,1300.0,12.0,87510038,flat,Madrid,3,True,109.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Benito Gutiérrez, 33'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/ee/57/723454972.jpg,https://www.idealista.com/inmueble/87510038/
23,Avenida de Alberto de Alcocer,1,es,{'typology': 'flat'},31647,Chamartín,True,CH-03499,8,False,False,True,False,True,40.4595479,-3.6760513,Madrid,Nueva España,False,14,rent,,1175.0,22.0,87530861,flat,Madrid,1,False,53.0,good,"{'subtitle': 'Nueva España, Madrid', 'title': 'Piso en Avenida de Alberto de Alcocer'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/50/96/723971273.jpg,https://www.idealista.com/inmueble/87530861/
24,Avenida de Europa,2,es,{'typology': 'flat'},21847,Altos del Olivar - El Caracol,False,EUROPA. ALQ,3,False,False,True,False,False,40.1772521,-3.6702794,Valdemoro,,False,14,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",750.0,7.0,87881899,flat,Madrid,2,False,110.0,,"{'subtitle': 'Altos del Olivar - El Caracol, Valdemoro', 'title': 'Piso en Avenida de Europa'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/06/95/734713402.jpg,https://www.idealista.com/inmueble/87881899/
25,Calle Solana de Luche,1,es,{'typology': 'flat'},31488,Latina,True,,1,False,False,True,False,False,40.4070347,-3.7347375,Madrid,Puerta del Ángel,False,16,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",750.0,11.0,87131407,flat,Madrid,1,False,71.0,good,"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle Solana de Luche'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/77/dd/712388504.jpg,https://www.idealista.com/inmueble/87131407/
26,"Ibiza, 15",1,es,{'typology': 'flat'},28453,Retiro,False,,1,False,False,True,False,False,40.4186231,-3.6769617,Madrid,Ibiza,False,16,rent,,1500.0,32.0,86442519,flat,Madrid,2,True,47.0,good,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Ibiza, 15'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/ba/f3/693824980.jpg,https://www.idealista.com/inmueble/86442519/
27,Calle Carlos Caamano,1,es,{'typology': 'flat'},31483,Chamartín,True,IF-016,bj,False,False,True,False,False,40.4630658,-3.6677145,Madrid,Nueva España,False,22,rent,,750.0,16.0,39781229,flat,Madrid,1,False,46.0,good,"{'subtitle': 'Nueva España, Madrid', 'title': 'Piso en Calle Carlos Caamano'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/89/1b/713258017.jpg,https://www.idealista.com/inmueble/39781229/
28,Calle de San Pedro,1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",28999,Centro,True,pierina2h-athuertas,6,False,False,True,False,False,40.4105068,-3.694636,Madrid,Huertas-Cortes,False,6,rent,,1500.0,14.0,87754477,penthouse,Madrid,2,False,110.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Ático en Calle de San Pedro'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/88/74/730115692.jpg,https://www.idealista.com/inmueble/87754477/
29,barrio Castellana,1,es,{'typology': 'flat'},30115,Salamanca,False,M10270A,2,False,False,True,False,False,40.4324418,-3.6869006,Madrid,Castellana,False,21,rent,,1700.0,36.0,87372802,flat,Madrid,1,False,47.0,good,"{'subtitle': 'Castellana, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/41/5f/722063018.jpg,https://www.idealista.com/inmueble/87372802/
30,Calle de Ibiza,2,es,{'typology': 'flat'},27954,Retiro,False,,1,False,False,True,False,False,40.4165344,-3.671477,Madrid,Ibiza,False,32,rent,,1700.0,15.0,87331038,flat,Madrid,3,False,115.0,good,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Calle de Ibiza'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/d5/68/718339368.jpg,https://www.idealista.com/inmueble/87331038/
31,barrio Cuatro Caminos,1,es,{'typology': 'flat'},31959,Tetuán,True,50001827,3,False,False,True,True,False,40.446332,-3.699592,Madrid,Cuatro Caminos,False,18,rent,,1500.0,14.0,87355695,flat,Madrid,3,False,110.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/5a/19/735585525.jpg,https://www.idealista.com/inmueble/87355695/
32,"Calle del Capitán Blanco Argibay, 21",1,es,{'typology': 'flat'},33333,Tetuán,True,,en,False,False,True,False,False,40.4651016,-3.697643,Madrid,Valdeacederas,False,14,rent,,800.0,15.0,87732826,flat,Madrid,1,True,55.0,good,"{'subtitle': 'Valdeacederas, Madrid', 'title': 'Piso en Calle del Capitán Blanco Argibay, 21'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/89/17/729620360.jpg,https://www.idealista.com/inmueble/87732826/
33,"OVIEDO, 8",1,es,{'typology': 'flat'},32259,Tetuán,False,CUATRO CAMINOS,3,False,False,False,False,False,40.4489199,-3.7012286,Madrid,Cuatro Caminos,False,19,rent,,850.0,11.0,87867487,flat,Madrid,2,True,75.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en OVIEDO, 8'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/84/f2/732820901.jpg,https://www.idealista.com/inmueble/87867487/
34,Villalbilla,3,es,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",24711,,False,GP-A3192,,False,False,,False,False,40.4405755,-3.288465,Villalbilla,,False,22,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",850.0,6.0,87766514,chalet,Madrid,5,False,152.0,good,"{'subtitle': 'Villalbilla', 'title': 'Chalet adosado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/43/44/730627957.jpg,https://www.idealista.com/inmueble/87766514/
35,Colmenar de Oreja,3,es,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",19789,,False,07908,,False,False,,False,False,40.0740061,-3.4894261,Colmenar de Oreja,,False,52,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",800.0,3.0,82147783,chalet,Madrid,4,False,240.0,good,"{'subtitle': 'Colmenar de Oreja', 'title': 'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/18/d9/732285328.jpg,https://www.idealista.com/inmueble/82147783/
36,Avenida Donostiarra,1,es,{'typology': 'flat'},28764,Ciudad Lineal,True,0094,11,False,False,True,False,False,40.4369369,-3.6581493,Madrid,Concepción,False,19,rent,,799.0,10.0,87390103,flat,Madrid,2,False,83.0,good,"{'subtitle': 'Concepción, Madrid', 'title': 'Piso en Avenida Donostiarra'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/15/b7/720788871.jpg,https://www.idealista.com/inmueble/87390103/
37,Calle del Montserrat,1,es,{'typology': 'flat'},30946,Centro,False,4e3dd5b9416fd7a0a,3,False,False,False,False,False,40.4266383,-3.7069337,Madrid,Malasaña-Universidad,False,15,rent,,1808.0,65.0,87733261,flat,Madrid,1,False,28.0,,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle del Montserrat'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/d1/ac/729628640.jpg,https://www.idealista.com/inmueble/87733261/
38,Calle Magallanes,1,es,{'typology': 'flat'},31467,Chamberí,False,b3ce6784f842e03d6,4,False,False,False,False,False,40.4331162,-3.7077148,Madrid,Arapiles,False,16,rent,,2407.0,48.0,87733259,flat,Madrid,1,False,50.0,,"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso en Calle Magallanes'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/33/4c/729628558.jpg,https://www.idealista.com/inmueble/87733259/
39,Calle de los Reyes,1,es,{'typology': 'flat'},31072,Centro,False,3ee12c212c2d4293c,5,False,False,False,False,False,40.4256892,-3.7099349,Madrid,Malasaña-Universidad,False,13,rent,,2411.0,34.0,87760166,flat,Madrid,1,False,70.0,,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de los Reyes'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/4f/fa/730252874.jpg,https://www.idealista.com/inmueble/87760166/
40,Calle Anastasio Aroca,1,es,{'typology': 'flat'},30099,Chamartín,False,d171c9c57516c1976,1,False,False,False,False,False,40.4427357,-3.673108,Madrid,Prosperidad,False,14,rent,,1884.0,47.0,87733241,flat,Madrid,1,False,40.0,,"{'subtitle': 'Prosperidad, Madrid', 'title': 'Piso en Calle Anastasio Aroca'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/fd/94/729629174.jpg,https://www.idealista.com/inmueble/87733241/
41,Calle de Núñez de Arce,1,es,{'typology': 'flat'},29810,Centro,False,4ab7ba1b40bfb5666,3,False,False,False,False,False,40.4146335,-3.7025734,Madrid,Huertas-Cortes,False,16,rent,,2185.0,36.0,87733276,flat,Madrid,1,False,60.0,,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en Calle de Núñez de Arce'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/09/86/729628997.jpg,https://www.idealista.com/inmueble/87733276/
42,Calle de los Reyes,1,es,{'typology': 'flat'},31005,Centro,False,3533b39737b3a6ee3,2,False,False,False,False,False,40.4252892,-3.7093349,Madrid,Malasaña-Universidad,False,15,rent,,2110.0,30.0,87760165,flat,Madrid,1,False,70.0,,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de los Reyes'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/c0/40/730252844.jpg,https://www.idealista.com/inmueble/87760165/
43,"Calle del Ave María, 43",1,es,{'typology': 'flat'},29336,Centro,True,2813-016970-01,1,False,False,True,False,False,40.4094377,-3.7008417,Madrid,Lavapiés-Embajadores,False,8,rent,,800.0,16.0,87237024,flat,Madrid,1,True,50.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle del Ave María, 43'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/f4/a2/715467129.jpg,https://www.idealista.com/inmueble/87237024/
44,"Calle Don Felipe, 9",1,es,"{'typology': 'flat', 'subTypology': 'studio'}",30527,Centro,False,2813-013938-02,,False,False,True,False,False,40.4245165,-3.702808,Madrid,Malasaña-Universidad,False,9,rent,,750.0,20.0,87610996,studio,Madrid,0,True,38.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Estudio en Calle Don Felipe, 9'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/ec/3f/726147691.jpg,https://www.idealista.com/inmueble/87610996/
45,Calle Salitre,1,es,{'typology': 'flat'},29182,Centro,False,d2c8e232c2634674e,4,False,False,False,False,False,40.4103134,-3.6976064,Madrid,Lavapiés-Embajadores,False,15,rent,,1959.0,59.0,87733280,flat,Madrid,1,False,33.0,,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle Salitre'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/8c/a8/729629071.jpg,https://www.idealista.com/inmueble/87733280/
